,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
1213,1213,202105金股.xlsx,2021/4/30,"蒙娜丽莎
SZ002918",SZ002918,0.3205,-0.0193,-0.0404,近3个月首推,1,建筑材料,小市值,中信建投,1、零售渠道韧性强，工程渠道弹性大； 2、毛利率稳中有升，单平米瓷砖价格维持稳定； 3、新产能投放、渠道下沉、新产品研发，2021年看点足； 4、我们预计公司2021-2022年营业收入分别为65.9/87.4亿元；归母净利润为7.4/9.6亿元。维持目标价49.02元/股不变，维持“买入”评级。,137.54,2021-04-30,A002918,1
1215,1215,202105金股.xlsx,2021/4/30,"和 而 泰
SZ002402",SZ002402,0.623,-0.0465,-0.0515,近2个月首推,2,电子,小市值,中信建投,智能控制器专业化分工大势所趋，ODM外包正逐渐成为主流，中国厂商相比海外竞争对手优势明显，在家电和电动工具市场的份额持续提升，2020年新冠疫情进一步加速了份额向中国的转移。汽车产业链亟待降本增效，整车厂、Tier1有望复制家电厂商之路，将部分控制器新品外包给专业供应商，特别是二线Tier1可能更有意愿开放供应链，从而力争技术变革期实现逆袭，中国厂商有望借势打开成长空间。 公司是国内家电智能控制器龙头，主要客户包括伊莱克斯、惠而浦、博世西门子等，市场份额持续提升。公司汽车控制器业务取得实质性突破，在手订单金额40~60亿元，主要客户包括博格华纳、尼得科等全球知名Tier1公司，进入大众MEB供应链。子公司铖昌科技是军工微波毫米波射频芯片领域少有的民营企业，卫星互联网射频芯片布局领先，在手订单饱满，卫星互联网芯片拓展顺利。,190.85,2021-04-30,A002402,1
1217,1217,202105金股.xlsx,2021/4/30,"金蝶国际
HK00268",HK00268,0.2495,-0.0202,-0.0584,近12个月首推,1,港股,小市值,中信建投,2020年苍穹不仅向市场证明了其大客户的拿单能力，并且还向市场证明了其交付能力，例如11月份向海信完成了阶段性交付。在大客户标杆效应以及交付能力双重加持下，我们认为苍穹未来会继续签约更多的大型企业项目。基于此优异表现，我们看好未来金蝶在高端客户的进展，而高端客户ERP以及相关实施的市场空间我们判断至少为500亿/年，远高于金蝶过去所处市场天花板，按照当前苍穹的市场竞争力，我们相信未来将带动金蝶云业务保持高速增长态势。我们预计公司2021-2022年实现收入40.9亿元、50.9亿元，分别同比增长23%、24%，其中云收入占比分别达到68.3%、77.3%，构成公司主要收入来源；净利润分别为-1亿、0.5亿。根据整体SaaS公司估值，我们给予20x PS，对应目标价35.4港币，维持“买入”评级。,0.0,2021-04-30,AK00268,1
1218,1218,202105金股.xlsx,2021/4/30,"顺络电子
SZ002138",SZ002138,0.7339,-0.0447,-0.0612,近2个月首推,1,电子,中市值,中信建投,建仓,270.6,2021-04-30,A002138,1
1220,1220,202105金股.xlsx,2021/4/30,"凯 莱 英
SZ002821",SZ002821,0.8521,-0.0537,-0.0664,近3个月首推,3,医药生物,中市值,中信建投,1.一季度收入高增长，为全年业绩奠定基调。公司经营情况持续向好，技术服务、临床阶段和商业化阶段交付订单和服务数量保持强劲增长。考虑到去年一季度受疫情影响，部分正常生产经营活动受到推迟，今年一季度营收同比增长63%，我们认为一季度收入高增长为全年业绩奠定扎实的基础。 2.技术实力突出，持续获得订单能力强劲。公司2020年完成临床业务阶段项目数241个（+50个，2019年增加25个），临床阶段业务项目数量快速增长是由于公司行业领先的技术优势。公司拥有尖端化学合成技术，几乎可以合成制造任何小分子药物。公司连续反应技术拥有安全环保、选择性高、成本低廉等优点，同时公司长期对客户需求高质量地迅速应答，这些优势共同促进公司临床研究阶段新项目数量快速增长。此外，临床项目快速增长也提示未来的商业化订单收入有显著的增长空间。 3.持续产能建设，加速打造新业务能力。目前公反应釜体积超过2800立方米，预计2021年底，公司反应釜较2019年底增长超过80%，总反应釜超过4100立方米。公司在原有优势的业务的基础上，积极布局大分子、制剂业务，在募投项目之外，公司在临床CRO、创新药投资方面也有快速拓展布局，逐渐打造了“资本+CMC+CRO”的一站式业务模式,748.77,2021-04-30,A002821,1
1222,1222,202105金股.xlsx,2021/4/30,"IGG
HK00799",HK00799,0.6035,-0.005,-0.0959,近3个月首推,1,港股,小市值,中信建投,1、公司最主打的《王国纪元》在今年的前4个月保持着流水高位，与我们此前的预期相符。该款游戏去年12月创下了6600万美金的单月历史新高之后，今年1、2月份流水实现持续的增长，表现了很强的游戏生命力，这也是我们一季度当时和市场推荐IGG的核心逻辑。那么4月份公司开始了《王国纪元》与圣斗士星矢IP的重磅联运，给该款游戏注入了更多的新生内容，使得《王国纪元》流水变现稳定，我们预计全年《王国纪元》的月均流水能保持6500-7000万美金这样的水平。 2、新游戏上，去年推出的女性向游戏《DUT》当前正处在全面推广阶段，今年前三月游戏主要在欧美市场推广，流水保持在月均300万美元之上并呈现持续增长的态势。公司在接下来的5、6月将加大在日本和韩国地区的投放，打开亚洲市场，中国地区还在等版号的发放。除此之外，公司今年还计划推出20款左右的新游戏，当然这里面主要还是以SLG游戏为主，并同步尝试在女性向、二次元等新题材上的突破。,0.0,2021-04-30,AK00799,1
1225,1225,202105金股.xlsx,2021/4/30,"华利集团
SZ300979",SZ300979,0.885,-0.135,-0.1316,近12个月首推,2,纺织服装,小市值,中信建投,1、华利集团主要为Nike、Coverse、Vans、 Hoka one one、Puma、UGG、Columbia、Teva等众多国际知名运动大牌代工鞋履，截至2020年底，华利集团在越南等地共开设了21家制鞋工厂，2019年公司鞋履产量超过1.8亿双，按销量计算，市场份额位居行业第二。公司ODM产品以运动休闲鞋为主，占比80%，户外靴鞋、运动凉鞋为辅； 2、公司大客户开拓良好，驱动过去三年公司高速增长。公司核心品类运动休闲鞋量价齐升，2017-19年CAGR达28.5%，同时毛利率水平最高，助力公司盈利水平提升。其中，全球前十大运动鞋履公司，一半为华利主要客户，公司前五大客户合计贡献近9成收入，Nike占比高达1/3，华利主要为Nike提供跑步鞋、滑板鞋，Converse品牌收入占比高，但Nike品牌收入增速更快，华利增长驱动来自于客户增长及代工份额提升； 3、运动行业休闲化趋势明显，同行中公司最具优势，相对于竞争对手而言，华利在品类选择、客户分散更具优势，能够享受行业运动休闲化红利；同时公司产能布局人工成本更低的越南北部，并在研发费用率、所得税率方面具备优势。 4、运动鞋品牌方对ODM制造商考察严格，行业集中度较高，且逐步集中，公司此次IPO募资将进一步扩大产能0.23亿双/年，相比20年产量预计提升15%左右。华利占Nike品牌供应商份额较低，未来增长潜力十足，同时受益于第四大客户Puma运动鞋快速增长和份额提升。,0.0,2021-04-30,A300979,1
1231,1231,202105金股.xlsx,2021/4/30,"德方纳米
SZ300769",SZ300769,0.5989,-0.0183,-0.0082,近4个月首推,2,化工,小市值,川财证券,1、2021年磷酸铁锂价格持续上涨，公司全年业绩高增长可期。2、出货量高速增长，公司保持领先地位。3、磷酸铁锂储能行业蓄势待发，下游增量需求十足。4、绑定优质客户，共享行业发展红利。,62.75,2021-04-30,A300769,1
1232,1232,202105金股.xlsx,2021/4/30,"当代文体
SH600136",SH600136,0.4189,-0.0225,-0.0197,近5个月首推,2,传媒,小市值,川财证券,1、公司是国内知名综合型体育企业，深耕细分体育赛道，拥有优质版权及IP资源。 2、东京奥运会圣火如期传递，体育行业复苏确定性增强。 3、定增有望今年落地，增强公司流动性。,34.62,2021-04-30,A600136,1
1234,1234,202105金股.xlsx,2021/4/30,"长城汽车
SH601633",SH601633,0.5825,-0.0524,-0.0655,近3个月首推,1,汽车,大市值,川财证券,1、新一轮新车上市周期来袭，公司携旗下哈弗品牌、坦克品牌、WEY品牌、欧拉品牌和皮卡五大整车品牌的十余款重磅车型亮相上海车展。 2、深耕细分市场，彰显产品竞争力。 3、一季度盈利略低于预期，但随着坦克300等高毛利的新车型销量占比提升，盈利能力有望改善。,1990.96,2021-04-30,A601633,1
1237,1237,202105金股.xlsx,2021/4/30,"山西焦煤
SZ000983",SZ000983,0.9077,0.1003,0.1883,近2个月首推,3,采掘,中市值,银河证券,公司是传统焦煤龙头企业，资源禀赋优越，焦炭、钢材等产品价格步 入上行通道，有利于炼焦煤需求整体呈现增长态势，同时产业链下游商品价格持 续上涨必然传导到上游原材料端，焦煤价格逐步走强，有望突破并创历史新高。,249.07,2021-04-30,A000983,1
1239,1239,202105金股.xlsx,2021/4/30,"宝钢股份
SH600019",SH600019,0.8938,0.0022,0.0463,近2个月首推,2,钢铁,大市值,银河证券,公司低碳技术属于业内前沿，受益于为实现碳达峰、碳中和的钢铁行 业限产，叠加钢铁行业下游需求回复较好，未来钢材需求将持续增加，钢价将得 到有力支撑，公司盈利能力具备提升空间。,2001.33,2021-04-30,A600019,1
1247,1247,202105金股.xlsx,2021/4/30,"南山铝业
SH600219",SH600219,0.6364,0.0128,0.0393,近3个月首推,2,有色金属,中市值,兴业证券,建仓,468.46,2021-04-30,A600219,1
1249,1249,202105金股.xlsx,2021/4/30,"拓普集团
SH601689",SH601689,0.3075,-0.0496,-0.0271,近2个月首推,1,汽车,中市值,兴业证券,建仓,366.08,2021-04-30,A601689,1
1258,1258,202105金股.xlsx,2021/4/30,"福昕软件
科688095",科688095,0.069,0.0033,0.059,近12个月首推,1,计算机,小市值,中银证券,公司凭借产品性价比及服务优质等差异化经营策略，有望充分受益于PDF行业的发展,0.0,2021-04-30,A688095,1
1264,1264,202105金股.xlsx,2021/4/30,"广州酒家
SH603043",SH603043,0.4466,-0.0191,-0.0471,近2个月首推,1,食品饮料,小市值,中银证券,餐饮业务复苏趋势明确，6家陶陶居门店转为直营料对餐饮利润有所增厚，且组织架构调整下公司品牌建设有望加强；食品业务在产能建设与释放周期下能提供稳健的基本面支撑，21Q2梅州基地投产将继续提升速冻产能，产销结合后业绩增长的确定性强,154.04,2021-04-30,A603043,1
1267,1267,202105金股.xlsx,2021/4/30,"中微公司
科688012",科688012,0.0918,-0.0655,-0.0833,近4个月首推,1,机械设备,小市值,中银证券,刻蚀工艺继续推进，研发成果产业化效果显著；本土晶圆厂产能加速扩张，半导体设备需求有望保持高景气,0.0,2021-04-30,A688012,1
1271,1271,202105金股.xlsx,2021/4/30,"通威股份
SH600438",SH600438,0.503,-0.0156,0.0219,近5个月首推,2,电气设备,大市值,平安证券,硅料价格有进一步上涨空间，公司将受益于多晶硅价格的上涨,1568.07,2021-04-30,A600438,1
1273,1273,202105金股.xlsx,2021/4/30,"杉杉股份
SH600884",SH600884,0.7214,-0.0131,-0.0271,近3个月首推,3,电子,中市值,平安证券,锂电和偏光片两大业务呈现高景气度，业绩边际改善明显,273.02,2021-04-30,A600884,1
1275,1275,202105金股.xlsx,2021/4/30,"欣 旺 达
SZ300207",SZ300207,0.1867,-0.0398,-0.0595,近9个月首推,1,电子,中市值,平安证券,动力电池业务加速放量，电芯自配率提升推动业绩向好,325.05,2021-04-30,A300207,1
1279,1279,202105金股.xlsx,2021/4/30,"苏 博 特
SH603916",SH603916,0.5078,0.0165,-0.001,近4个月首推,2,化工,小市值,德邦证券,建仓,102.18,2021-04-30,A603916,1
1280,1280,202105金股.xlsx,2021/4/30,"百亚股份
SZ003006",SZ003006,0.7455,-0.0147,-0.016,近12个月首推,1,轻工制造,小市值,德邦证券,建仓,10.16,2021-04-30,A003006,1
1281,1281,202105金股.xlsx,2021/4/30,"绝味食品
SH603517",SH603517,0.4765,-0.0121,-0.0163,近3个月首推,2,食品饮料,中市值,德邦证券,建仓,523.06,2021-04-30,A603517,1
1282,1282,202105金股.xlsx,2021/4/30,"国瓷材料
SZ300285",SZ300285,0.6466,-0.03,-0.0412,近3个月首推,2,化工,中市值,德邦证券,建仓,460.95,2021-04-30,A300285,1
1283,1283,202105金股.xlsx,2021/4/30,"长阳科技
科688299",科688299,0.3755,-0.0152,-0.0442,近7个月首推,1,电子,小市值,德邦证券,建仓,0.0,2021-04-30,A688299,1
1284,1284,202105金股.xlsx,2021/4/30,"山东赫达
SZ002810",SZ002810,0.827,-0.0114,-0.0557,近2个月首推,1,化工,小市值,德邦证券,建仓,133.16,2021-04-30,A002810,1
1285,1285,202105金股.xlsx,2021/4/30,"雅克科技
SZ002409",SZ002409,0.4017,-0.034,-0.0616,近10个月首推,1,电子,中市值,德邦证券,建仓,224.74,2021-04-30,A002409,1
1286,1286,202105金股.xlsx,2021/4/30,"火 星 人
SZ300894",SZ300894,0.5962,-0.0863,-0.0716,近12个月首推,1,家用电器,小市值,德邦证券,建仓,21.37,2021-04-30,A300894,1
1291,1291,202105金股.xlsx,2021/4/30,"华恒生物
科688639",科688639,0.9443,-0.0497,-0.0197,近12个月首推,1,化工,小市值,国海证券,"技术创新型企业，丙氨酸行业龙头。公司通过发酵和酶催化等合成生物学技术成长壮大，2010年以后先后突破L-丙氨酸发酵法、β-丙氨酸酶法、L-缬氨酸发酵法等，经过10多年的技术优化和经营管理，逐步成为全球丙氨酸行业龙头，市占率在50%以上。 L-缬氨酸是未来3年的重点增量，新产能投放后有望再造一个华恒。基于L-丙氨酸的厌氧发酵技术之上，华恒开发了产品L-缬氨酸。在“禁抗令”和“玉米豆粕减量替代”的政策影响下,L-缬氨酸2016-2019年增长了3.5倍，预计2023年的市场需求在2020年的基础上翻倍达到20亿元。行业主要竞争对手希杰和梅花生物，华恒的厌氧发酵技术有成本优势，且产能2021年投放。到2023年L-缬氨酸以及L-丙氨酸的产能投放完成，华恒的业绩有望同比2020年增长一倍以上。 优秀经营理念下的产业链综合竞争优势：技术创新+持续迭代+多维扩张。华恒的竞争壁垒在产业链的综合优势，而非在单个产品或技术上。以L-丙氨酸为例，2012年突破发酵法技术后持续优化，通过8年的努力，2020年发酵法L-丙氨酸单吨生产成本比2013年降低了1/3，华恒又通过一体化和技术同心圆两个方向扩展DL-丙氨酸和L-缬氨酸产品，形成了强大的综合竞争壁垒。 合成生物学大发展叠加碳中和政策，华恒远期发展空间广阔。从美国融资额看，2020年合成生物学进入爆发期，且生物化工对传统化工工艺有显著的低碳排放优势，华恒的远期市场空间广阔。 盈利预测和投资评级：首次覆盖，给予“买入”评级。华恒目前拥有L-丙氨酸产能2.3万吨、β-丙氨酸产能1000吨，募投项目： 1）交替生产：1.5万吨丙氨酸+1万吨缬氨酸，投资额4个亿； 2）发酵法L-丙氨酸5000吨技改，投资额1.4亿。 我们假定交替生产项目2021-2023年分别投放1、0.5和1万吨，发酵法丙氨酸2022年投放，预计2021-2023年EPS 1.63、2.3和2.9元/股，对应市盈率26.38、18.74和14.82倍。首次覆盖，给予“买入”评级。 风险提示：1）下游需求不及预期；2）产能投放不及预期；3）产品价格下跌；4）竞争对手扩产；5）技术变革的不确定性影响；6）报告中相关假设仅供参考",0.0,2021-04-30,A688639,1
1292,1292,202105金股.xlsx,2021/4/30,"广汇汽车
SH600297",SH600297,0.3106,-0.0263,-0.0231,近9个月首推,1,汽车,中市值,国海证券,"2020年营收1,584.42亿元，同比-7.05%；归母净利润15.16亿元，同比-41.72%；2021年Q1营收422.27亿元，相比2019年同期+13.21%；归母净利润6.51亿元，相比2019年同期-18.73%。目前国内新冠疫情已得到基本控制，加之公司结构优化将初显成效，经营拐点已经到来。公司2020年业绩下滑的主要原因为：1.下属营业网点受新冠疫情影响存在临时停业情况，全年新车销量、维修进厂台次同比下降。2. 为进行品牌结构优化，公司对部分资产运营效率低下的店面进行了“关停并转”。3. 新车促销力度提升使毛利率下降。截止2020年底，公司共计809家门店，全年新建11个门店，因结构优化需要，关闭43家门店，合计减少32家门店；其中公司豪华及超豪华门店数量达245家，占比由年初29.3%提高至30.3%。2020年末公司新车库存约为10.87万辆，较上年增长22.61%，主要系疫情影响下，主机厂年末压货增多所致。我们认为，公司作为国内汽车经销商龙头未来将充分受益于行业回暖态势，加之公司豪华品牌门店占比提升，品牌结构持续优化，行业周期性影响将有效降低。此外，2020年Q4以来，汽车芯片短缺问题持续发酵，带来部分高端品牌产能受限。短中期来看，需求端大于供应端，带来经销商话语权加强，公司有望优化产品结构，优化库存结构，增强附加产品服务，收回渠道折扣等，提升经营能力。在此催化下，2021年Q1公司归母净利润已同比扭亏为盈，经营拐点已经到来。 以数字化转型战略为基，赋能价值重塑。公司未来将充分应用先进的科技技术，布局大数据分析、AI智能、物联网等方向，以数据运营为载体，以满足客户需求为目标，“数字化”引领企业完成传统汽车服务商向“为车主提供全方位高品质生活的服务商”的全面转型。我们看好公司未来数字化转型，长期高质量、可持续发展可期。 完善二手车业务体系，检测技术优势显著。近期我国利好二手车政策频繁出台，二手车市场正迎巨大发展机遇。公司积极响应利好政策，搭建起全国性二手车专业平台，业务流程不断优化，服务水准不断提高。公司作为国内汽车经销商龙头，在汽车检测技术方面拥有丰富积累，与竞争对手相比拥有更高的品牌认可度，未来二手车经销有望成为公司业绩增长重要推动力。 盈利预测和投资评级：维持公司“增持”评级。当前公司品牌门店结构优化、数字化、二手车体系完善等战略仍在持续推进，预计业绩短期仍将承压，但我们看好公司长期发展，多元化转型将为公司保持业内龙头地位奠定坚实基础。我们预计2021-2023年公司主营业务收入分别为1726.30亿元、1833.06亿元、1929.09亿元，同比增速分别为8.95%、6.18%、5.24%；归母净利润为28.12亿元、34.09亿元、35.07亿元，同比增速分别为85.53%、21.24%、2.85%；对应摊薄EPS为0.35元、0.42元、0.43元。 风险提示：1.国内汽车销量不及预期的风险。2.公司战略转型的不确定性风险。3.市场加剧的风险。",246.55,2021-04-30,A600297,1
1295,1295,202105金股.xlsx,2021/4/30,"华熙生物
科688363",科688363,0.763,-0.0671,-0.0928,近4个月首推,1,医药生物,小市值,国海证券,收入保持快速增长，护肤品表现强劲。2020年度公司实现收入26.33亿元，同比增长39.63%。功能性护肤品增速强劲，2020年实现收入13.46亿元，同比翻倍增长，增速达到112.19%，营收占比提升至51.13%。护肤品四大核心品牌润百颜/夸迪/米蓓尔/肌活收入分别为5.65/3.91/1.99/1.13亿元，其中夸迪收入同比增长高达513.29%，润百颜仍为公司护肤品的战略核心。透明质酸原料业务受疫情压制国际客户影响，同比略有下降7.55%；医疗终端业务实现营收5.76亿元，同比增长17.79%，皮肤类和骨科类产品分别同比增长9.7%和10.44%。 加大线上投入力度，品牌知名度显著提升。公司全力打造润百颜“全球透明质酸领导品牌”形象，通过分众传媒、KOL线上推广合作，充分利用天猫、抖音、小红书等公域流量，各品牌功能性护肤品天猫销售占比提升至50-80%，明星产品次抛原液销量同比增长169.35%；医美产品通过线上线下全域推广进一步提升品牌热度。2020年公司线上推广服务费共计4.93亿元，较2019年增长接近4倍，带动销售费用率同比大幅提升14.1个百分点。 注重研发，丰富产品性能，大力发展食品终端拓展业务边界。公司高度重视基础研究和应用基础研究，研发投入不断增加，2020年研发费用同比增长50.35%，占营收的比例达到5.36%。2021年中，公司预计将发布全新润致系列填充产品，积极开展中面部、唇部不同适应症产品的注册申报工作，致力于打造最全的透明质酸填充剂品类。2021年1月，国家卫健委公告透明质酸钠作为三种新食品原料之一，适用范围由原先的保健食品原料扩大至乳及乳制品，饮料类，酒类，可可制品、巧克力和巧克力制品（包括代可可脂巧克力及制品）以及糖果，冷冻饮品等，拓宽食品级透明质酸钠原料的使用范围。借此东风，公司正式推出食品终端品牌“黑零”，相继发布“水肌泉”透明质酸饮品、与wonderlab合作推出透明质酸钠夹心软糖，未来将逐步布局饮品、母婴等领域，不断完善个人消费品品类矩阵，打开业务边界。 首次覆盖，给予公司“增持”评级：我们看好公司在透明质酸全产业链上的完善布局，平台化战略使得公司得以在多个细分下游进行延伸拓展，打开成长空间。我们预计公司2021-2023年EPS分别为1.68、2.15和2.71元/股，对应当前股价PE分别为102.67、80.23和63.66倍。首次覆盖，给予公司“增持”评级。 风险提示：新技术代替风险；行业竞争加剧风险；销售费用率提升风险；新产品不达预期风险。,0.0,2021-04-30,A688363,1
1300,1300,202105金股.xlsx,2021/4/30,"天奈科技
科688116",科688116,0.6275,-0.0208,0.005,近3个月首推,1,化工,小市值,华西证券,1、消费电池平稳增长+动力电池高增长，将驱动碳纳米管导电剂应用规模逐步扩大，行业迎来快速发展期。高镍正极+硅基负极应用规模扩大，叠加快充性能需求的提升，碳纳米管导电浆料需求有望增长，对于传统炭黑的不断替代带动渗透率提升。 2、公司研发基础深厚，产品性能优异，持续迭代有望推动盈利保持较高水平。覆盖ATL、CATL等锂电客户，市场份额领先，龙头地位稳固。产能规模行业领先并持续扩大，供应能力不断提升。,0.0,2021-04-30,A688116,1
1301,1301,202105金股.xlsx,2021/4/30,"风 语 筑
SH603466",SH603466,0.9391,-0.0108,-0.0084,近9个月首推,1,建筑装饰,小市值,华西证券,（1）业务逻辑：公司主营为大型场馆数字内容展示业务，主要面向政府机构及大B企业的规划展示和文化输出等宣传需求，随着5G+XR/超高清/裸眼3D和沉浸式空间体验产业的崛起，公司业务面向的下游端需求不断趋于多样化，在手订单持续创新高，且高毛利订单增速加快（根据2020年年报，公司实现新签订单30.69亿元，较上年同期增长48.43%，其中，文化及品牌数字化体验空间新签订单20.45亿元，占比66.63%，较上年同期增长109.05%，为公司的长远发展奠定了坚实的基础。）；今年受益于各地政府党建项目建设，且不少项目确认时点在上半年，预计上半年有望实现业绩高增速； （2）年报及一季报业绩：2020年，公司实现营收22.56亿元，同比增长11.15%；实现归母净利润 3.43亿元，同比增长30.63%。2021年Q1，公司实现营收6.03亿元，同比增长89.95%；实现归母净利润1.58亿元，同比增长239.77%。疫情之下，公司收入、利润均实现逆势增长，公司盈利能力显著提升，毛利率由 2019年的 28.73%上升至 2020年的34.88%，净利率由2019年的12.92%上升至2020年的15.18%。根据2020年年报，公司拟向全体股东以每10股派发现金红利人民币5元（含税），同时以资本公积转增股本，每10股转增4.5股。 （3）行业空间：受益于“文化新基建”及“十四五”规划各地政府加大对文旅产业的投入，公司所从事的数字文化空间展示业务在未来几年政府及企业端的需求还将加速释放。展望公司的未来，今年的党建主题文化建设、下半年的迪拜世博会（公司中标迪拜世博会中国馆项目）、国家的“文化新基建”、“一带一路”战略进一步驱动文化出海及展示文化自信等，都是支撑我们由近及远看好风语筑投资价值的原因。 （4）盈利预测：我们上调公司评级至“买入”。预计公司2021-2023年实现归母净利润4.82/5.99/7.35亿元，对应PE水平分别为16/13/10倍，股价严重被低估，建议投资者重点关注。,83.57,2021-04-30,A603466,1
1303,1303,202105金股.xlsx,2021/4/30,"稳健医疗
SZ300888",SZ300888,0.2849,-0.0571,-0.06,近3个月首推,1,纺织服装,小市值,华西证券,1、消费板块：20年加速推进零售新业态，有效推动日用消费品业务的稳步增长，2020年、2021Q1消费品业务销售额分别同比+17%、+40%，表现优异。未来公司将持续发力线下线上渠道，线下门店预计将加速扩张，且将逐渐放开加盟模式，消费品业务值得期待。 2、医疗板块：20年公司医用防护用品业务迎来爆发，盈利能力也受益于规模效应发挥提升明显。21年医用防护用品消费需求预计将有所回落，而公司在疫情期间拓宽销售渠道，有助于导入其他医用产品，一定程度上降低因防护用品消费需求下降带来的医用敷料业务销售额的回落。中长期看，疫情加速行业向产能充足、响应速度快的大型企业集中，龙头企业有望持续受益。 公司以“棉”为核心，医疗+消费双轮驱动，通过医疗背书+高品质产品+线上线下渠道发力，构建强大护城河，质地稀缺，上市后公司进行股权激励，绑定核心员工，高业绩目标也彰显发展信心，我们预计21-23年公司归母净利润22.47、27.08、31.83亿元，对应21年PE为26倍。,60.34,2021-04-30,A300888,1
1305,1305,202105金股.xlsx,2021/4/30,"文灿股份
SH603348",SH603348,0.3995,-0.0569,-0.0718,近5个月首推,1,汽车,小市值,华西证券,公司是车身轻量化先行者，深度绑定蔚来、特斯拉、奔驰、小鹏等，高单车配套价值带来高业绩弹性；且电池盒组件、电机壳等新产品也进入奔驰和大众MEB平台的供应体系，打开成长空间。考虑到公司经营拐点已至，收购百炼加速全球化，在手订单的逐步量产将驱动业绩高成长,26.42,2021-04-30,A603348,1
1306,1306,202105金股.xlsx,2021/4/30,"翔宇医疗
科688626",科688626,0.7833,-0.0143,-0.0886,近12个月首推,1,医药生物,小市值,华西证券,公司经过多年深耕已经从单一康复医疗设备产品供应商角色转向康复解决方案提供商，产品种类多达400余种，下游涉及疼痛康复、养老康复等多个产业领域。 政策助推行业前行，市场规模空间巨大。根据普华有策数据，我国的康复医疗器械市场规模从2014年的116亿元增长至2018年的282亿元，年均增长率为24.9%，增速高于医疗器械行业整体市场，2022年，预计我国康复医疗器械市场规模将达到580亿元。另外，根据统计局统计数据显示，在2019年3.4万家医院中，已设有康复医学科的综合医院占比不到30%，同时政策持续加码，规定二级及以上综合医院设立开设康复医学科，未来各级医院设立康复科的需求较大，设备需求量有望进一步提升。 竞争力不断增强。公司专利申请及核心技术不断突破，2020年提交专利申请302项，其中发明专利57项；获批授权专利161项，其中发明专利2项。同时，截至2020年，公司拥有97项第II类医疗器械注册产品及40项第I类医疗器械备案产品。强大研发投入不断转化成公司核心竞争力，为未来发展提供坚固护城河。,0.0,2021-04-30,A688626,1
1307,1307,202105金股.xlsx,2021/4/30,"通威股份
SH600438",SH600438,0.503,-0.0156,0.0219,近5个月首推,2,电气设备,大市值,海通证券,我们认为光伏行业受益“碳中和”，具有长期成长性；公司作为多晶硅、电池双料龙头，竞争力持续提升；多晶硅今年供给紧缺，价格持续上涨；电池片低谷已至，后续有望持续好转；公司发布可转债预案，助力公司持续扩张。,1568.07,2021-04-30,A600438,1
1320,1320,202105金股.xlsx,2021/4/30,"绝味食品
SH603517",SH603517,0.4765,-0.0121,-0.0163,近3个月首推,2,食品饮料,中市值,粤开证券,1）公司21年一季报表现超预期。公司21年Q1实现营业收入15.1亿元，同比增长41.22%，21Q1实现归母净利润2.4亿元，同比增长274.69%。21Q1扣非归母净利润为2.3亿，同比增长231.03%，经营情况得到大幅改善。2）2021年初公司推出限制性股票激励计划，公司未来三年营收目标实现同比增长分别为25%、20%、20%。未来有望持续快速开店，提升单店营收和市占率水平。,523.06,2021-04-30,A603517,1
1322,1322,202105金股.xlsx,2021/4/30,"赣锋锂业
SZ002460",SZ002460,0.6047,-0.0202,-0.028,近2个月首推,2,有色金属,大市值,粤开证券,1）量价齐升，公司业绩大幅增长。21年Q1受新能源汽车需求带动影响，国内碳酸锂和氢氧化锂需求旺盛，公司锂盐产品和锂电池产品放量，业绩高增。2）行业层面，当前锂原料稀缺性凸显，未来金属价格有望继续依靠成本驱动快速上行，公司业绩有望继续受益。3）股权激励计划激发经营活力与业绩释放动力。公司4月6日公告股权激励计划草案，激励对象为高管及技术人员，行权条件对应未来四年净利润19.26/24.92/28.94/33.36亿元，有望激发管理层经营活力，为未来业绩释放增加动力。,1206.27,2021-04-30,A002460,1
1323,1323,202105金股.xlsx,2021/4/30,"鸿路钢构
SZ002541",SZ002541,0.8755,-0.0628,-0.0551,近3个月首推,1,建筑装饰,中市值,粤开证券,1）公司是目前中国大型钢结构企业集团之一。一季度公司实现营业收入32.88亿元，同比增长139%；实现归母净利润1.82亿元，同增339%。展望未来，装配式建筑通过集中生产流程，可以更高效地处理建材生产过程中的碳排，是未来建筑建造方式的发展趋势。2）行业需求旺盛，建材构件在现场生产的过程中，容易导致烟尘、废弃物、废气在空气中直接暴露，而装配式建筑通过工厂集中作业，能够更加高效、低成本地减少污染和耗材，中长期看装配式钢构占比有望持续提升，钢结构有望迎来一片蓝海，带动公司订单量提升。,293.39,2021-04-30,A002541,1
1325,1325,202105金股.xlsx,2021/4/30,"迈瑞医疗
SZ300760",SZ300760,0.7487,-0.0509,-0.0865,近2个月首推,2,医药生物,大市值,粤开证券,1）国内IVD等业务反弹，海外抗疫产品需求持续旺盛，公司年报及一季报业绩亮眼。公司20年实现收入210.3亿元（yoy+27.0%）、归母净利润66.6亿元（yoy+42.2%）；1Q21年收入57.8亿元（yoy+21.9%）、归母净利润17.2亿元（yoy+30.6%）。2）公司为国产领先高科技医疗设备研发制造厂商，多品类持续驱动，业绩有望持续受益于市场高景气。,2240.36,2021-04-30,A300760,1
