,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
1528,1528,202106金股.xlsx,2021/6/1,"华利集团
SZ300979",SZ300979,0.5616,-0.0294,-0.0258,连续2个月推荐,3,纺织服装,小市值,招商证券,,,2021-06-01,A300979,0
1529,1529,202106金股.xlsx,2021/6/1,"亿纬锂能
SZ300014",SZ300014,0.8326,-0.0008,-0.0355,连续9个月推荐,4,电气设备,大市值,招商证券,,,2021-06-01,A300014,0
1530,1530,202106金股.xlsx,2021/6/1,"极米科技
科688696",科688696,0.8946,-0.0668,-0.0693,连续3个月推荐,2,家用电器,小市值,招商证券,,,2021-06-01,A688696,0
1531,1531,202106金股.xlsx,2021/6/1,"中科创达
SZ300496",SZ300496,0.8765,-0.0338,-0.0717,连续2个月推荐,3,计算机,中市值,招商证券,,,2021-06-01,A300496,0
1532,1532,202106金股.xlsx,2021/6/1,"比音勒芬
SZ002832",SZ002832,0.9759,0.0443,0.0536,连续2个月推荐,1,纺织服装,小市值,浙商证券,,,2021-06-01,A002832,0
1533,1533,202106金股.xlsx,2021/6/1,"药明康德
SH603259",SH603259,0.8709,0.0007,0.0522,连续8个月推荐,3,医药生物,大市值,浙商证券,,,2021-06-01,A603259,0
1535,1535,202106金股.xlsx,2021/6/1,"敏华控股
HK01999",HK01999,0.7373,-0.0206,0.0293,连续3个月推荐,2,港股,小市值,浙商证券,,,2021-06-01,AK01999,0
1539,1539,202106金股.xlsx,2021/6/1,"中兴通讯
SZ000063",SZ000063,0.1945,-0.026,-0.0223,连续4个月推荐,7,通信,大市值,浙商证券,,,2021-06-01,A000063,0
1543,1543,202106金股.xlsx,2021/6/1,"捷佳伟创
SZ300724",SZ300724,0.5142,0.0253,0.0591,连续3个月推荐,2,机械设备,中市值,中原证券,,,2021-06-01,A300724,0
1544,1544,202106金股.xlsx,2021/6/1,"洋河股份
SZ002304",SZ002304,0.7858,-0.0457,0.0233,连续2个月推荐,8,食品饮料,大市值,中原证券,,,2021-06-01,A002304,0
1547,1547,202106金股.xlsx,2021/6/1,"当升科技
SZ300073",SZ300073,0.6593,0.0041,-0.0067,连续3个月推荐,4,化工,中市值,中原证券,,,2021-06-01,A300073,0
1548,1548,202106金股.xlsx,2021/6/1,"招商银行
SH600036",SH600036,0.9432,0.0038,-0.0105,连续15个月推荐,5,银行,大市值,中原证券,,,2021-06-01,A600036,0
1549,1549,202106金股.xlsx,2021/6/1,"捷捷微电
SZ300623",SZ300623,0.5484,-0.0349,-0.0212,连续2个月推荐,1,电子,小市值,中原证券,,,2021-06-01,A300623,0
1554,1554,202106金股.xlsx,2021/6/1,"汉钟精机
SZ002158",SZ002158,0.9354,-0.0004,0.0366,连续4个月推荐,1,机械设备,小市值,华泰证券,,,2021-06-01,A002158,0
1555,1555,202106金股.xlsx,2021/6/1,"龙大肉食
SZ002726",SZ002726,0.5132,0.0137,0.0145,连续2个月推荐,1,食品饮料,小市值,华泰证券,,,2021-06-01,A002726,0
1557,1557,202106金股.xlsx,2021/6/1,"平安银行
SZ000001",SZ000001,0.901,-0.0013,-0.0128,连续6个月推荐,3,银行,大市值,华泰证券,,,2021-06-01,A000001,0
1558,1558,202106金股.xlsx,2021/6/1,"东方航空
SH600115",SH600115,0.7,-0.0111,-0.0166,连续3个月推荐,1,交通运输,中市值,华泰证券,,,2021-06-01,A600115,0
1559,1559,202106金股.xlsx,2021/6/1,"长海股份
SZ300196",SZ300196,0.6491,-0.0332,-0.0172,连续3个月推荐,3,化工,小市值,华泰证券,,,2021-06-01,A300196,0
1560,1560,202106金股.xlsx,2021/6/1,"立讯精密
SZ002475",SZ002475,0.2286,-0.0227,-0.0174,连续3个月推荐,3,电子,大市值,华泰证券,,,2021-06-01,A002475,0
1561,1561,202106金股.xlsx,2021/6/1,"紫光国微
SZ002049",SZ002049,0.7686,-0.0306,-0.0227,连续6个月推荐,4,电子,中市值,华泰证券,,,2021-06-01,A002049,0
1562,1562,202106金股.xlsx,2021/6/1,"恒生电子
SH600570",SH600570,0.2761,-0.0285,-0.0501,连续2个月推荐,3,计算机,中市值,华泰证券,,,2021-06-01,A600570,0
1564,1564,202106金股.xlsx,2021/6/1,"光峰科技
科688007",科688007,0.791,0.02,0.0349,连续2个月推荐,2,电子,小市值,太平洋证券,,,2021-06-01,A688007,0
1565,1565,202106金股.xlsx,2021/6/1,"康强电子
SZ002119",SZ002119,0.531,-0.0094,0.0158,连续2个月推荐,1,电子,小市值,太平洋证券,,,2021-06-01,A002119,0
1566,1566,202106金股.xlsx,2021/6/1,"双环传动
SZ002472",SZ002472,0.9415,0.008,0.0128,连续2个月推荐,1,汽车,小市值,太平洋证券,,,2021-06-01,A002472,0
1567,1567,202106金股.xlsx,2021/6/1,"当升科技
SZ300073",SZ300073,0.6593,0.0041,-0.0067,连续3个月推荐,4,化工,中市值,太平洋证券,,,2021-06-01,A300073,0
1568,1568,202106金股.xlsx,2021/6/1,"绝味食品
SH603517",SH603517,0.4917,-0.0128,-0.0086,连续2个月推荐,2,食品饮料,中市值,太平洋证券,,,2021-06-01,A603517,0
1571,1571,202106金股.xlsx,2021/6/1,"中兴通讯
SZ000063",SZ000063,0.1945,-0.026,-0.0223,连续4个月推荐,7,通信,大市值,太平洋证券,,,2021-06-01,A000063,0
1572,1572,202106金股.xlsx,2021/6/1,"震安科技
SZ300767",SZ300767,0.6059,-0.0602,-0.0937,连续3个月推荐,1,化工,小市值,太平洋证券,,,2021-06-01,A300767,0
1574,1574,202106金股.xlsx,2021/6/1,"云 天 化
SH600096",SH600096,0.9416,0.0129,0.0506,连续3个月推荐,1,化工,小市值,长城证券,,,2021-06-01,A600096,0
1575,1575,202106金股.xlsx,2021/6/1,"吉祥航空
SH603885",SH603885,0.9874,0.0077,0.029,连续4个月推荐,2,交通运输,中市值,长城证券,,,2021-06-01,A603885,0
1577,1577,202106金股.xlsx,2021/6/1,"五 粮 液
SZ000858",SZ000858,0.777,-0.0122,-0.0104,连续15个月推荐,6,食品饮料,大市值,长城证券,,,2021-06-01,A000858,0
1578,1578,202106金股.xlsx,2021/6/1,"山西汾酒
SH600809",SH600809,0.9846,-0.0119,-0.0181,连续6个月推荐,1,食品饮料,大市值,长城证券,,,2021-06-01,A600809,0
1579,1579,202106金股.xlsx,2021/6/1,"中兴通讯
SZ000063",SZ000063,0.1945,-0.026,-0.0223,连续4个月推荐,7,通信,大市值,长城证券,,,2021-06-01,A000063,0
1582,1582,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,长城证券,,,2021-06-01,A300059,0
1583,1583,202106金股.xlsx,2021/6/1,"山西焦煤
SZ000983",SZ000983,0.8756,0.0228,0.1256,连续2个月推荐,2,采掘,中市值,开源证券,,,2021-06-01,A000983,0
1584,1584,202106金股.xlsx,2021/6/1,"桐昆股份
SH601233",SH601233,0.5136,0.0305,0.0638,连续11个月推荐,2,化工,中市值,开源证券,,,2021-06-01,A601233,0
1586,1586,202106金股.xlsx,2021/6/1,"新 凤 鸣
SH603225",SH603225,0.7112,0.0025,0.0395,连续2个月推荐,1,化工,中市值,开源证券,,,2021-06-01,A603225,0
1587,1587,202106金股.xlsx,2021/6/1,"北京君正
SZ300223",SZ300223,0.4782,-0.0075,0.0156,连续2个月推荐,1,电子,小市值,开源证券,,,2021-06-01,A300223,0
1588,1588,202106金股.xlsx,2021/6/1,"晶盛机电
SZ300316",SZ300316,0.8791,-0.0049,-0.0049,连续7个月推荐,2,电气设备,中市值,开源证券,,,2021-06-01,A300316,0
1589,1589,202106金股.xlsx,2021/6/1,"海容冷链
SH603187",SH603187,0.6982,-0.0249,-0.0272,连续5个月推荐,1,机械设备,小市值,开源证券,,,2021-06-01,A603187,0
1590,1590,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,开源证券,,,2021-06-01,A300059,0
1591,1591,202106金股.xlsx,2021/6/1,"星源材质
SZ300568",SZ300568,0.8763,-0.0014,-0.0627,连续6个月推荐,2,化工,小市值,开源证券,,,2021-06-01,A300568,0
1592,1592,202106金股.xlsx,2021/6/1,"翔宇医疗
科688626",科688626,0.901,-0.0798,-0.096,连续2个月推荐,2,医药生物,小市值,开源证券,,,2021-06-01,A688626,0
1593,1593,202106金股.xlsx,2021/6/1,"桐昆股份
SH601233",SH601233,0.5136,0.0305,0.0638,连续11个月推荐,2,化工,中市值,长江证券,,,2021-06-01,A601233,0
1594,1594,202106金股.xlsx,2021/6/1,"欧派家居
SH603833",SH603833,0.7956,0.0036,0.0521,连续3个月推荐,1,轻工制造,中市值,长江证券,,,2021-06-01,A603833,0
1595,1595,202106金股.xlsx,2021/6/1,"老板电器
SZ002508",SZ002508,0.8427,0.0197,0.0306,连续2个月推荐,1,家用电器,中市值,长江证券,,,2021-06-01,A002508,0
1596,1596,202106金股.xlsx,2021/6/1,"中航光电
SZ002179",SZ002179,0.8157,-0.0128,0.0066,连续4个月推荐,2,国防军工,中市值,长江证券,,,2021-06-01,A002179,0
1598,1598,202106金股.xlsx,2021/6/1,"宁德时代
SZ300750",SZ300750,0.9623,-0.002,-0.0222,连续19个月推荐,5,电气设备,大市值,长江证券,,,2021-06-01,A300750,0
1599,1599,202106金股.xlsx,2021/6/1,"紫光国微
SZ002049",SZ002049,0.7686,-0.0306,-0.0227,连续6个月推荐,4,电子,中市值,长江证券,,,2021-06-01,A002049,0
1603,1603,202106金股.xlsx,2021/6/1,"舍得酒业
SH600702",SH600702,0.9942,0.0087,0.1007,连续3个月推荐,4,食品饮料,中市值,信达证券,,,2021-06-01,A600702,0
1604,1604,202106金股.xlsx,2021/6/1,"谱尼测试
SZ300887",SZ300887,0.9372,0.0362,0.0351,连续2个月推荐,1,综合,小市值,信达证券,,,2021-06-01,A300887,0
1605,1605,202106金股.xlsx,2021/6/1,"兖州煤业
SH600188",SH600188,0.7944,-0.0121,0.0288,连续4个月推荐,1,采掘,中市值,信达证券,,,2021-06-01,A600188,0
1606,1606,202106金股.xlsx,2021/6/1,"东方盛虹
SZ000301",SZ000301,0.9132,0.0075,0.0098,连续2个月推荐,3,化工,中市值,信达证券,,,2021-06-01,A000301,0
1607,1607,202106金股.xlsx,2021/6/1,"云铝股份
SZ000807",SZ000807,0.8896,-0.0204,0.005,连续5个月推荐,3,有色金属,中市值,信达证券,,,2021-06-01,A000807,0
1608,1608,202106金股.xlsx,2021/6/1,"康泰生物
SZ300601",SZ300601,0.4516,-0.027,-0.025,连续4个月推荐,2,医药生物,大市值,信达证券,,,2021-06-01,A300601,0
1609,1609,202106金股.xlsx,2021/6/1,"赛伍技术
SH603212",SH603212,0.2686,-0.0204,-0.0499,连续2个月推荐,2,电气设备,小市值,信达证券,,,2021-06-01,A603212,0
1610,1610,202106金股.xlsx,2021/6/1,"宏达电子
SZ300726",SZ300726,0.7986,-0.0331,-0.0537,连续3个月推荐,1,电子,中市值,信达证券,,,2021-06-01,A300726,0
1611,1611,202106金股.xlsx,2021/6/1,"赛轮轮胎
SH601058",SH601058,0.8577,-0.0288,-0.0542,连续7个月推荐,1,化工,中市值,信达证券,,,2021-06-01,A601058,0
1613,1613,202106金股.xlsx,2021/6/1,"洋河股份
SZ002304",SZ002304,0.7858,-0.0457,0.0233,连续2个月推荐,8,食品饮料,大市值,东兴证券,,,2021-06-01,A002304,0
1614,1614,202106金股.xlsx,2021/6/1,"紫金矿业
SH601899",SH601899,0.6645,-0.0227,-0.0044,连续11个月推荐,1,有色金属,大市值,东兴证券,,,2021-06-01,A601899,0
1615,1615,202106金股.xlsx,2021/6/1,"中国广核
SZ003816",SZ003816,0.2206,0.0036,-0.0071,连续2个月推荐,1,公用事业,中市值,东兴证券,,,2021-06-01,A003816,0
1616,1616,202106金股.xlsx,2021/6/1,"长海股份
SZ300196",SZ300196,0.6491,-0.0332,-0.0172,连续3个月推荐,3,化工,小市值,东兴证券,,,2021-06-01,A300196,0
1618,1618,202106金股.xlsx,2021/6/1,"华利集团
SZ300979",SZ300979,0.5616,-0.0294,-0.0258,连续2个月推荐,3,纺织服装,小市值,东兴证券,,,2021-06-01,A300979,0
1621,1621,202106金股.xlsx,2021/6/1,"星源材质
SZ300568",SZ300568,0.8763,-0.0014,-0.0627,连续6个月推荐,2,化工,小市值,东兴证券,,,2021-06-01,A300568,0
1623,1623,202106金股.xlsx,2021/6/1,"舍得酒业
SH600702",SH600702,0.9942,0.0087,0.1007,连续3个月推荐,4,食品饮料,中市值,国海证券,,,2021-06-01,A600702,0
1624,1624,202106金股.xlsx,2021/6/1,"中微公司
科688012",科688012,0.1969,0.0079,0.0597,连续2个月推荐,2,机械设备,小市值,国海证券,,,2021-06-01,A688012,0
1628,1628,202106金股.xlsx,2021/6/1,"奥飞娱乐
SZ002292",SZ002292,0.2754,-0.0287,-0.0302,连续3个月推荐,1,传媒,小市值,国海证券,,,2021-06-01,A002292,0
1630,1630,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,国海证券,,,2021-06-01,A300059,0
1631,1631,202106金股.xlsx,2021/6/1,"中航高科
SH600862",SH600862,0.5169,-0.0223,-0.0427,连续2个月推荐,2,国防军工,中市值,国海证券,,,2021-06-01,A600862,0
1632,1632,202106金股.xlsx,2021/6/1,"华熙生物
科688363",科688363,0.9484,-0.1154,-0.1156,连续2个月推荐,3,医药生物,小市值,国海证券,,,2021-06-01,A688363,0
1633,1633,202106金股.xlsx,2021/6/1,"吉祥航空
SH603885",SH603885,0.9874,0.0077,0.029,连续4个月推荐,2,交通运输,中市值,国信证券,,,2021-06-01,A603885,0
1641,1641,202106金股.xlsx,2021/6/1,"宝信软件
SH600845",SH600845,0.5688,-0.0208,-0.027,连续6个月推荐,1,计算机,中市值,国信证券,,,2021-06-01,A600845,0
1642,1642,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,国信证券,,,2021-06-01,A300059,0
1643,1643,202106金股.xlsx,2021/6/1,"海尔智家
SH600690",SH600690,0.6964,0.0117,0.0043,连续8个月推荐,2,家用电器,大市值,民生证券,,,2021-06-01,A600690,0
1645,1645,202106金股.xlsx,2021/6/1,"当升科技
SZ300073",SZ300073,0.6593,0.0041,-0.0067,连续3个月推荐,4,化工,中市值,民生证券,,,2021-06-01,A300073,0
1646,1646,202106金股.xlsx,2021/6/1,"今 世 缘
SH603369",SH603369,0.7035,-0.0077,-0.0074,连续3个月推荐,2,食品饮料,中市值,民生证券,,,2021-06-01,A603369,0
1647,1647,202106金股.xlsx,2021/6/1,"韦尔股份
SH603501",SH603501,0.8343,-0.01,-0.0099,连续8个月推荐,3,电子,大市值,民生证券,,,2021-06-01,A603501,0
1649,1649,202106金股.xlsx,2021/6/1,"长海股份
SZ300196",SZ300196,0.6491,-0.0332,-0.0172,连续3个月推荐,3,化工,小市值,民生证券,,,2021-06-01,A300196,0
1650,1650,202106金股.xlsx,2021/6/1,"明泰铝业
SH601677",SH601677,0.8184,-0.0188,-0.0198,连续3个月推荐,1,有色金属,小市值,民生证券,,,2021-06-01,A601677,0
1651,1651,202106金股.xlsx,2021/6/1,"广 和 通
SZ300638",SZ300638,0.5236,-0.0152,-0.0207,连续3个月推荐,2,通信,小市值,民生证券,,,2021-06-01,A300638,0
1652,1652,202106金股.xlsx,2021/6/1,"中科创达
SZ300496",SZ300496,0.8765,-0.0338,-0.0717,连续2个月推荐,3,计算机,中市值,民生证券,,,2021-06-01,A300496,0
1654,1654,202106金股.xlsx,2021/6/1,"中国国航
SH601111",SH601111,0.649,0.0071,0.0143,连续4个月推荐,1,交通运输,中市值,海通证券,,,2021-06-01,A601111,0
1657,1657,202106金股.xlsx,2021/6/1,"海尔智家
SH600690",SH600690,0.6964,0.0117,0.0043,连续8个月推荐,2,家用电器,大市值,海通证券,,,2021-06-01,A600690,0
1659,1659,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,海通证券,,,2021-06-01,A300059,0
1662,1662,202106金股.xlsx,2021/6/1,"贝 泰 妮
SZ300957",SZ300957,0.8779,-0.0889,-0.1013,连续3个月推荐,1,化工,小市值,海通证券,,,2021-06-01,A300957,0
1663,1663,202106金股.xlsx,2021/6/1,"万华化学
SH600309",SH600309,0.6817,-0.0048,0.069,连续18个月推荐,2,化工,大市值,中泰证券,,,2021-06-01,A600309,0
1664,1664,202106金股.xlsx,2021/6/1,"金能科技
SH603113",SH603113,0.4995,0.0525,0.0674,连续5个月推荐,1,采掘,小市值,中泰证券,,,2021-06-01,A603113,0
1666,1666,202106金股.xlsx,2021/6/1,"捷佳伟创
SZ300724",SZ300724,0.5142,0.0253,0.0591,连续3个月推荐,2,机械设备,中市值,中泰证券,,,2021-06-01,A300724,0
1668,1668,202106金股.xlsx,2021/6/1,"江苏银行
SH600919",SH600919,0.9389,0.0026,0.0183,连续4个月推荐,2,银行,大市值,中泰证券,,,2021-06-01,A600919,0
1671,1671,202106金股.xlsx,2021/6/1,"中兴通讯
SZ000063",SZ000063,0.1945,-0.026,-0.0223,连续4个月推荐,7,通信,大市值,中泰证券,,,2021-06-01,A000063,0
1672,1672,202106金股.xlsx,2021/6/1,"通威股份
SH600438",SH600438,0.5873,-0.0286,-0.0429,连续2个月推荐,1,电气设备,大市值,中泰证券,,,2021-06-01,A600438,0
1675,1675,202106金股.xlsx,2021/6/1,"华铁应急
SH603300",SH603300,0.8225,0.0011,0.0151,连续3个月推荐,1,非银金融,小市值,光大证券,,,2021-06-01,A603300,0
1676,1676,202106金股.xlsx,2021/6/1,"中航光电
SZ002179",SZ002179,0.8157,-0.0128,0.0066,连续4个月推荐,2,国防军工,中市值,光大证券,,,2021-06-01,A002179,0
1678,1678,202106金股.xlsx,2021/6/1,"五 粮 液
SZ000858",SZ000858,0.777,-0.0122,-0.0104,连续15个月推荐,6,食品饮料,大市值,光大证券,,,2021-06-01,A000858,0
1680,1680,202106金股.xlsx,2021/6/1,"卓 胜 微
SZ300782",SZ300782,0.9249,-0.0102,-0.0255,连续2个月推荐,2,电子,中市值,光大证券,,,2021-06-01,A300782,0
1683,1683,202106金股.xlsx,2021/6/1,"金山办公
科688111",科688111,0.5125,-0.0247,0.0089,连续3个月推荐,2,计算机,小市值,西南证券,,,2021-06-01,A688111,0
1684,1684,202106金股.xlsx,2021/6/1,"泸州老窖
SZ000568",SZ000568,0.7895,-0.0105,-0.0005,连续3个月推荐,4,食品饮料,大市值,西南证券,,,2021-06-01,A000568,0
1685,1685,202106金股.xlsx,2021/6/1,"格力电器
SZ000651",SZ000651,0.2589,-0.0044,-0.0044,连续10个月推荐,1,家用电器,大市值,西南证券,,,2021-06-01,A000651,0
1686,1686,202106金股.xlsx,2021/6/1,"平安银行
SZ000001",SZ000001,0.901,-0.0013,-0.0128,连续6个月推荐,3,银行,大市值,西南证券,,,2021-06-01,A000001,0
1687,1687,202106金股.xlsx,2021/6/1,"立讯精密
SZ002475",SZ002475,0.2286,-0.0227,-0.0174,连续3个月推荐,3,电子,大市值,西南证券,,,2021-06-01,A002475,0
1688,1688,202106金股.xlsx,2021/6/1,"西部超导
科688122",科688122,0.561,-0.0366,-0.0212,连续4个月推荐,2,有色金属,小市值,西南证券,,,2021-06-01,A688122,0
1689,1689,202106金股.xlsx,2021/6/1,"中兴通讯
SZ000063",SZ000063,0.1945,-0.026,-0.0223,连续4个月推荐,7,通信,大市值,西南证券,,,2021-06-01,A000063,0
1690,1690,202106金股.xlsx,2021/6/1,"康泰生物
SZ300601",SZ300601,0.4516,-0.027,-0.025,连续4个月推荐,2,医药生物,大市值,西南证券,,,2021-06-01,A300601,0
1691,1691,202106金股.xlsx,2021/6/1,"芒果超媒
SZ300413",SZ300413,0.476,-0.0265,-0.039,连续11个月推荐,2,传媒,中市值,西南证券,,,2021-06-01,A300413,0
1692,1692,202106金股.xlsx,2021/6/1,"蔚蓝锂芯
SZ002245",SZ002245,0.9425,-0.0216,-0.0578,连续4个月推荐,2,交通运输,小市值,西南证券,,,2021-06-01,A002245,0
1693,1693,202106金股.xlsx,2021/6/1,"洋河股份
SZ002304",SZ002304,0.7858,-0.0457,0.0233,连续2个月推荐,8,食品饮料,大市值,国盛证券,,,2021-06-01,A002304,0
1694,1694,202106金股.xlsx,2021/6/1,"东方盛虹
SZ000301",SZ000301,0.9132,0.0075,0.0098,连续2个月推荐,3,化工,中市值,国盛证券,,,2021-06-01,A000301,0
1695,1695,202106金股.xlsx,2021/6/1,"宁波银行
SZ002142",SZ002142,0.8893,-0.0059,-0.0012,连续8个月推荐,1,银行,大市值,国盛证券,,,2021-06-01,A002142,0
1696,1696,202106金股.xlsx,2021/6/1,"抚顺特钢
SH600399",SH600399,0.848,-0.0106,-0.0099,连续9个月推荐,1,钢铁,中市值,国盛证券,,,2021-06-01,A600399,0
1699,1699,202106金股.xlsx,2021/6/1,"南山铝业
SH600219",SH600219,0.6599,-0.015,-0.0224,连续2个月推荐,2,有色金属,中市值,国盛证券,,,2021-06-01,A600219,0
1700,1700,202106金股.xlsx,2021/6/1,"阳光电源
SZ300274",SZ300274,0.7595,-0.0257,-0.0343,连续3个月推荐,2,电气设备,大市值,国盛证券,,,2021-06-01,A300274,0
1701,1701,202106金股.xlsx,2021/6/1,"海康威视
SZ002415",SZ002415,0.8454,-0.0293,-0.0458,连续6个月推荐,1,电子,大市值,国盛证券,,,2021-06-01,A002415,0
1702,1702,202106金股.xlsx,2021/6/1,"恒生电子
SH600570",SH600570,0.2761,-0.0285,-0.0501,连续2个月推荐,3,计算机,中市值,国盛证券,,,2021-06-01,A600570,0
1703,1703,202106金股.xlsx,2021/6/1,"中顺洁柔
SZ002511",SZ002511,0.93,0.0225,0.028,连续3个月推荐,2,轻工制造,中市值,粤开证券,,,2021-06-01,A002511,0
1705,1705,202106金股.xlsx,2021/6/1,"泸州老窖
SZ000568",SZ000568,0.7895,-0.0105,-0.0005,连续3个月推荐,4,食品饮料,大市值,粤开证券,,,2021-06-01,A000568,0
1706,1706,202106金股.xlsx,2021/6/1,"卓 胜 微
SZ300782",SZ300782,0.9249,-0.0102,-0.0255,连续2个月推荐,2,电子,中市值,粤开证券,,,2021-06-01,A300782,0
1710,1710,202106金股.xlsx,2021/6/1,"杭可科技
科688006",科688006,0.8533,-0.0184,-0.0392,连续2个月推荐,1,机械设备,小市值,粤开证券,,,2021-06-01,A688006,0
1711,1711,202106金股.xlsx,2021/6/1,"科 沃 斯
SH603486",SH603486,0.9219,-0.0205,-0.0601,连续3个月推荐,1,机械设备,中市值,粤开证券,,,2021-06-01,A603486,0
1712,1712,202106金股.xlsx,2021/6/1,"华熙生物
科688363",科688363,0.9484,-0.1154,-0.1156,连续2个月推荐,3,医药生物,小市值,粤开证券,,,2021-06-01,A688363,0
1715,1715,202106金股.xlsx,2021/6/1,"光峰科技
科688007",科688007,0.791,0.02,0.0349,连续2个月推荐,2,电子,小市值,东北证券,,,2021-06-01,A688007,0
1716,1716,202106金股.xlsx,2021/6/1,"洋河股份
SZ002304",SZ002304,0.7858,-0.0457,0.0233,连续2个月推荐,8,食品饮料,大市值,东北证券,,,2021-06-01,A002304,0
1719,1719,202106金股.xlsx,2021/6/1,"首旅酒店
SH600258",SH600258,0.8167,0.0026,0.0059,连续4个月推荐,2,休闲服务,中市值,东北证券,,,2021-06-01,A600258,0
1721,1721,202106金股.xlsx,2021/6/1,"当代文体
SH600136",SH600136,0.5158,-0.0182,0.0,连续2个月推荐,2,传媒,小市值,东北证券,,,2021-06-01,A600136,0
1722,1722,202106金股.xlsx,2021/6/1,"长江电力
SH600900",SH600900,0.5011,-0.0055,-0.002,连续4个月推荐,2,公用事业,大市值,东北证券,,,2021-06-01,A600900,0
1725,1725,202106金股.xlsx,2021/6/1,"华友钴业
SH603799",SH603799,0.8381,-0.0093,-0.0126,连续8个月推荐,2,有色金属,大市值,东北证券,,,2021-06-01,A603799,0
1726,1726,202106金股.xlsx,2021/6/1,"平安银行
SZ000001",SZ000001,0.901,-0.0013,-0.0128,连续6个月推荐,3,银行,大市值,东北证券,,,2021-06-01,A000001,0
1728,1728,202106金股.xlsx,2021/6/1,"东方雨虹
SZ002271",SZ002271,0.9462,-0.0411,-0.0493,连续6个月推荐,1,建筑材料,大市值,东北证券,,,2021-06-01,A002271,0
1729,1729,202106金股.xlsx,2021/6/1,"赛伍技术
SH603212",SH603212,0.2686,-0.0204,-0.0499,连续2个月推荐,2,电气设备,小市值,东北证券,,,2021-06-01,A603212,0
1731,1731,202106金股.xlsx,2021/6/1,"西藏珠峰
SH600338",SH600338,0.7996,-0.0518,-0.0774,连续2个月推荐,1,有色金属,小市值,东北证券,,,2021-06-01,A600338,0
1735,1735,202106金股.xlsx,2021/6/1,"中顺洁柔
SZ002511",SZ002511,0.93,0.0225,0.028,连续3个月推荐,2,轻工制造,中市值,新时代证券,,,2021-06-01,A002511,0
1738,1738,202106金股.xlsx,2021/6/1,"海 利 得
SZ002206",SZ002206,0.8937,-0.0186,-0.0068,连续4个月推荐,1,化工,小市值,新时代证券,,,2021-06-01,A002206,0
1739,1739,202106金股.xlsx,2021/6/1,"五 粮 液
SZ000858",SZ000858,0.777,-0.0122,-0.0104,连续15个月推荐,6,食品饮料,大市值,新时代证券,,,2021-06-01,A000858,0
1741,1741,202106金股.xlsx,2021/6/1,"新华保险
SH601336",SH601336,0.2749,-0.0204,-0.0291,连续2个月推荐,1,非银金融,大市值,新时代证券,,,2021-06-01,A601336,0
1742,1742,202106金股.xlsx,2021/6/1,"东方财富
SZ300059",SZ300059,0.8622,-0.023,-0.0365,连续18个月推荐,13,非银金融,大市值,新时代证券,,,2021-06-01,A300059,0
1743,1743,202106金股.xlsx,2021/6/1,"芒果超媒
SZ300413",SZ300413,0.476,-0.0265,-0.039,连续11个月推荐,2,传媒,中市值,新时代证券,,,2021-06-01,A300413,0
1744,1744,202106金股.xlsx,2021/6/1,"山西焦煤
SZ000983",SZ000983,0.8756,0.0228,0.1256,连续2个月推荐,2,采掘,中市值,银河证券,,,2021-06-01,A000983,0
1745,1745,202106金股.xlsx,2021/6/1,"中谷物流
SH603565",SH603565,0.9919,-0.0153,0.0562,连续3个月推荐,1,交通运输,小市值,银河证券,,,2021-06-01,A603565,0
1746,1746,202106金股.xlsx,2021/6/1,"卫星石化
SZ002648",SZ002648,0.9076,0.0035,0.0477,连续5个月推荐,1,化工,中市值,银河证券,,,2021-06-01,A002648,0
1747,1747,202106金股.xlsx,2021/6/1,"赣锋锂业
SZ002460",SZ002460,0.7948,0.0158,0.0086,连续2个月推荐,2,有色金属,大市值,银河证券,,,2021-06-01,A002460,0
1748,1748,202106金股.xlsx,2021/6/1,"泸州老窖
SZ000568",SZ000568,0.7895,-0.0105,-0.0005,连续3个月推荐,4,食品饮料,大市值,银河证券,,,2021-06-01,A000568,0
1749,1749,202106金股.xlsx,2021/6/1,"韦尔股份
SH603501",SH603501,0.8343,-0.01,-0.0099,连续8个月推荐,3,电子,大市值,银河证券,,,2021-06-01,A603501,0
1750,1750,202106金股.xlsx,2021/6/1,"招商银行
SH600036",SH600036,0.9432,0.0038,-0.0105,连续15个月推荐,5,银行,大市值,银河证券,,,2021-06-01,A600036,0
1751,1751,202106金股.xlsx,2021/6/1,"恒瑞医药
SH600276",SH600276,0.2434,-0.0356,-0.0225,连续9个月推荐,2,医药生物,大市值,银河证券,,,2021-06-01,A600276,0
